roi_id,name,network,hemisphere,x,y,z
124,7Networks_LH_Limbic_TempPole_6,Limbic,LH,-43.29,12.93,-33.33
125,7Networks_LH_Limbic_TempPole_7,Limbic,LH,-31.47,11.49,-29.42
126,7Networks_LH_Limbic_TempPole_8,Limbic,LH,-21.04,-20.69,-25.62
127,7Networks_LH_Cont_Par_1,Cont,LH,-28.81,-74.19,42.30
128,7Networks_LH_Cont_Par_2,Cont,LH,-58.32,-41.60,45.56
129,7Networks_LH_Cont_Par_3,Cont,LH,-53.22,-49.62,44.82
130,7Networks_LH_Cont_Par_4,Cont,LH,-34.42,-62.10,47.88
131,7Networks_LH_Cont_Par_5,Cont,LH,-42.10,-52.18,48.64
132,7Networks_LH_Cont_Par_6,Cont,LH,-44.99,-41.34,46.74
133,7Networks_LH_Cont_Temp_1,Cont,LH,-60.48,-48.87,-9.74
134,7Networks_LH_Cont_OFC_1,Cont,LH,-27.05,49.28,-13.74
135,7Networks_LH_Cont_PFCl_1,Cont,LH,-41.89,49.12,-6.50
136,7Networks_LH_Cont_PFCl_2,Cont,LH,-47.87,35.06,10.47
137,7Networks_LH_Cont_PFCl_3,Cont,LH,-38.19,49.05,11.01
138,7Networks_LH_Cont_PFCl_4,Cont,LH,-27.59,56.81,12.96
139,7Networks_LH_Cont_PFCl_5,Cont,LH,-41.61,37.66,21.89
140,7Networks_LH_Cont_PFCl_6,Cont,LH,-44.37,20.21,27.24
141,7Networks_LH_Cont_PFCl_7,Cont,LH,-39.17,7.40,33.46
142,7Networks_LH_Cont_PFCl_8,Cont,LH,-35.91,31.97,38.54
143,7Networks_LH_Cont_PFCv_1,Cont,LH,-33.39,16.47,-8.34
144,7Networks_LH_Cont_pCun_1,Cont,LH,-9.07,-77.08,45.33
145,7Networks_LH_Cont_pCun_2,Cont,LH,-4.96,-63.84,51.97
146,7Networks_LH_Cont_Cing_1,Cont,LH,-3.30,6.38,28.53
147,7Networks_LH_Cont_Cing_2,Cont,LH,-4.06,-21.70,28.94
148,7Networks_LH_Cont_PFCmp_1,Cont,LH,-3.71,28.07,47.12
149,7Networks_LH_Default_Temp_1,Default,LH,-53.95,-1.64,-29.34
150,7Networks_LH_Default_Temp_2,Default,LH,-61.54,-17.59,-20.47
151,7Networks_LH_Default_Temp_3,Default,LH,-60.18,-36.38,-18.14
152,7Networks_LH_Default_Temp_4,Default,LH,-57.01,-8.91,-13.87
153,7Networks_LH_Default_Temp_5,Default,LH,-52.76,6.19,-11.55
154,7Networks_LH_Default_Temp_6,Default,LH,-60.62,-34.71,-3.17
155,7Networks_LH_Default_Temp_7,Default,LH,-52.43,-22.57,-5.21
156,7Networks_LH_Default_Temp_8,Default,LH,-60.52,-12.57,-2.71
157,7Networks_LH_Default_Temp_9,Default,LH,-61.71,-31.91,4.96
158,7Networks_LH_Default_Temp_10,Default,LH,-52.64,-42.98,5.10
159,7Networks_LH_Default_Par_1,Default,LH,-58.54,-48.95,16.21
160,7Networks_LH_Default_Par_2,Default,LH,-45.75,-58.97,21.06
161,7Networks_LH_Default_Par_3,Default,LH,-40.37,-78.55,30.22
162,7Networks_LH_Default_Par_4,Default,LH,-47.35,-63.56,31.31
163,7Networks_LH_Default_Par_5,Default,LH,-56.55,-54.56,29.67
164,7Networks_LH_Default_Par_6,Default,LH,-41.36,-72.02,43.33
165,7Networks_LH_Default_Par_7,Default,LH,-48.94,-59.53,46.94
166,7Networks_LH_Default_PFC_1,Default,LH,-35.64,22.31,-15.49
167,7Networks_LH_Default_PFC_2,Default,LH,-35.90,36.86,-12.96
168,7Networks_LH_Default_PFC_3,Default,LH,-4.73,55.05,-10.13
169,7Networks_LH_Default_PFC_4,Default,LH,-5.94,34.92,-8.76
170,7Networks_LH_Default_PFC_5,Default,LH,-46.18,31.55,-10.26
171,7Networks_LH_Default_PFC_6,Default,LH,-27.99,58.36,-0.73
172,7Networks_LH_Default_PFC_7,Default,LH,-47.71,28.31,0.48
173,7Networks_LH_Default_PFC_8,Default,LH,-6.38,59.21,6.47
174,7Networks_LH_Default_PFC_9,Default,LH,-6.13,44.73,5.88
175,7Networks_LH_Default_PFC_10,Default,LH,-52.96,19.23,11.49
176,7Networks_LH_Default_PFC_11,Default,LH,-16.05,67.03,8.35
177,7Networks_LH_Default_PFC_12,Default,LH,-5.44,33.70,20.43
178,7Networks_LH_Default_PFC_13,Default,LH,-4.22,51.35,27.93
179,7Networks_LH_Default_PFC_14,Default,LH,-13.78,57.47,30.90
180,7Networks_LH_Default_PFC_15,Default,LH,-21.87,50.24,31.30
181,7Networks_LH_Default_PFC_16,Default,LH,-24.78,28.26,43.48
182,7Networks_LH_Default_PFC_17,Default,LH,-41.26,18.95,47.78
183,7Networks_LH_Default_PFC_18,Default,LH,-7.91,42.71,51.22
184,7Networks_LH_Default_PFC_19,Default,LH,-18.40,35.84,48.15
185,7Networks_LH_Default_PFC_20,Default,LH,-41.62,7.09,48.58
186,7Networks_LH_Default_PFC_21,Default,LH,-29.94,13.61,57.18
187,7Networks_LH_Default_PFC_22,Default,LH,-22.37,19.45,51.80
188,7Networks_LH_Default_PFC_23,Default,LH,-12.54,24.18,61.10
189,7Networks_LH_Default_PFC_24,Default,LH,-6.52,10.42,64.40
190,7Networks_LH_Default_pCunPCC_1,Default,LH,-7.98,-51.90,9.23
191,7Networks_LH_Default_pCunPCC_2,Default,LH,-13.01,-60.65,18.58
192,7Networks_LH_Default_pCunPCC_3,Default,LH,-4.16,-53.35,20.19
193,7Networks_LH_Default_pCunPCC_4,Default,LH,-5.69,-40.56,23.26
194,7Networks_LH_Default_pCunPCC_5,Default,LH,-10.31,-69.57,31.31
195,7Networks_LH_Default_pCunPCC_6,Default,LH,-5.33,-60.19,30.06
196,7Networks_LH_Default_pCunPCC_7,Default,LH,-7.44,-44.32,32.02
197,7Networks_LH_Default_pCunPCC_8,Default,LH,-3.96,-33.89,37.75
198,7Networks_LH_Default_pCunPCC_9,Default,LH,-2.59,-15.54,37.03
199,7Networks_LH_Default_pCunPCC_10,Default,LH,-3.03,-68.22,41.15
200,7Networks_LH_Default_pCunPCC_11,Default,LH,-6.75,-50.86,42.76
201,7Networks_RH_Vis_1,Visual,RH,33.53,-36.50,-22.89
202,7Networks_RH_Vis_2,Visual,RH,30.60,-30.65,-17.76
203,7Networks_RH_Vis_3,Visual,RH,35.35,-53.67,-17.27
204,7Networks_RH_Vis_4,Visual,RH,37.09,-73.33,-15.43
205,7Networks_RH_Vis_5,Visual,RH,26.11,-51.87,-8.85
206,7Networks_RH_Vis_6,Visual,RH,23.11,-73.61,-10.66
207,7Networks_RH_Vis_7,Visual,RH,18.19,-35.87,-12.51
208,7Networks_RH_Vis_8,Visual,RH,19.29,-87.96,-12.50
209,7Networks_RH_Vis_9,Visual,RH,50.14,-64.50,-9.26
210,7Networks_RH_Vis_10,Visual,RH,42.30,-83.59,-12.20
211,7Networks_RH_Vis_11,Visual,RH,9.23,-72.16,-4.82
212,7Networks_RH_Vis_12,Visual,RH,12.87,-57.41,-3.39
213,7Networks_RH_Vis_13,Visual,RH,25.18,-96.53,-9.90
214,7Networks_RH_Vis_14,Visual,RH,17.87,-44.70,-2.65
215,7Networks_RH_Vis_15,Visual,RH,8.40,-92.11,-1.63
216,7Networks_RH_Vis_16,Visual,RH,48.62,-65.70,4.28
217,7Networks_RH_Vis_17,Visual,RH,14.38,-47.06,4.20
218,7Networks_RH_Vis_18,Visual,RH,35.40,-88.69,2.14
219,7Networks_RH_Vis_19,Visual,RH,8.97,-73.37,8.25
220,7Networks_RH_Vis_20,Visual,RH,21.62,-59.50,5.77
221,7Networks_RH_Vis_21,Visual,RH,23.58,-98.80,7.40
222,7Networks_RH_Vis_22,Visual,RH,43.78,-78.76,10.42
223,7Networks_RH_Vis_23,Visual,RH,12.68,-94.06,18.81
224,7Networks_RH_Vis_24,Visual,RH,15.75,-66.02,18.77
225,7Networks_RH_Vis_25,Visual,RH,5.04,-80.05,23.28
226,7Networks_RH_Vis_26,Visual,RH,27.13,-87.08,20.75
227,7Networks_RH_Vis_27,Visual,RH,35.63,-79.27,24.16
228,7Networks_RH_Vis_28,Visual,RH,14.29,-77.37,33.74
229,7Networks_RH_Vis_29,Visual,RH,16.19,-86.78,36.60
230,7Networks_RH_Vis_30,Visual,RH,28.90,-77.75,36.73
231,7Networks_RH_SomMot_1,SomMot,RH,53.05,2.57,-5.61
232,7Networks_RH_SomMot_2,SomMot,RH,61.84,-18.58,-0.44
233,7Networks_RH_SomMot_3,SomMot,RH,53.51,-13.71,5.69
234,7Networks_RH_SomMot_4,SomMot,RH,39.82,-18.41,4.79
235,7Networks_RH_SomMot_5,SomMot,RH,37.90,-7.95,13.85
236,7Networks_RH_SomMot_6,SomMot,RH,34.77,-21.52,14.29
237,7Networks_RH_SomMot_7,SomMot,RH,60.14,-23.69,10.77
238,7Networks_RH_SomMot_8,SomMot,RH,64.39,-34.37,10.54
239,7Networks_RH_SomMot_9,SomMot,RH,40.91,-13.05,18.18
240,7Networks_RH_SomMot_10,SomMot,RH,41.48,-28.85,17.96
241,7Networks_RH_SomMot_11,SomMot,RH,49.52,-10.04,12.85
242,7Networks_RH_SomMot_12,SomMot,RH,59.16,0.71,10.36
243,7Networks_RH_SomMot_13,SomMot,RH,48.96,-21.26,18.46
244,7Networks_RH_SomMot_14,SomMot,RH,61.85,-11.50,15.30
245,7Networks_RH_SomMot_15,SomMot,RH,60.70,6.41,29.25
246,7Networks_RH_SomMot_16,SomMot,RH,59.19,-5.35,27.24
247,7Networks_RH_SomMot_17,SomMot,RH,61.22,-14.21,30.25
248,7Networks_RH_SomMot_18,SomMot,RH,51.55,-6.35,37.16
249,7Networks_RH_SomMot_19,SomMot,RH,54.57,-16.83,40.19
250,7Networks_RH_SomMot_20,SomMot,RH,11.08,-17.02,41.29
251,7Networks_RH_SomMot_21,SomMot,RH,52.28,-12.84,49.20
252,7Networks_RH_SomMot_22,SomMot,RH,44.05,-10.85,48.22
253,7Networks_RH_SomMot_23,SomMot,RH,49.09,-25.45,55.79
254,7Networks_RH_SomMot_24,SomMot,RH,6.95,-9.96,51.34
255,7Networks_RH_SomMot_25,SomMot,RH,42.37,-21.09,54.70
256,7Networks_RH_SomMot_26,SomMot,RH,36.38,-18.16,63.33
257,7Networks_RH_SomMot_27,SomMot,RH,32.45,-34.08,63.12
258,7Networks_RH_SomMot_28,SomMot,RH,31.02,-40.56,63.96
259,7Networks_RH_SomMot_29,SomMot,RH,34.12,-27.19,60.96
260,7Networks_RH_SomMot_30,SomMot,RH,4.39,-24.66,58.39
261,7Networks_RH_SomMot_31,SomMot,RH,28.66,-10.94,64.76
262,7Networks_RH_SomMot_32,SomMot,RH,9.18,-40.07,68.02
263,7Networks_RH_SomMot_33,SomMot,RH,21.21,-24.44,66.03
264,7Networks_RH_SomMot_34,SomMot,RH,22.19,-28.90,67.93
265,7Networks_RH_SomMot_35,SomMot,RH,22.27,-34.99,70.42
266,7Networks_RH_SomMot_36,SomMot,RH,16.82,-6.24,69.50
267,7Networks_RH_SomMot_37,SomMot,RH,16.07,-46.73,73.73
268,7Networks_RH_SomMot_38,SomMot,RH,5.46,-21.96,71.73
269,7Networks_RH_SomMot_39,SomMot,RH,16.27,-18.42,72.58
270,7Networks_RH_SomMot_40,SomMot,RH,12.78,-32.86,75.64
271,7Networks_RH_DorsAttn_Post_1,DorsAttn,RH,49.84,-49.26,-18.13
272,7Networks_RH_DorsAttn_Post_2,DorsAttn,RH,59.31,-54.65,-2.55
273,7Networks_RH_DorsAttn_Post_3,DorsAttn,RH,53.69,-55.63,12.39
274,7Networks_RH_DorsAttn_Post_4,DorsAttn,RH,45.44,-75.08,30.56
275,7Networks_RH_DorsAttn_Post_5,DorsAttn,RH,31.65,-66.54,35.43
276,7Networks_RH_DorsAttn_Post_6,DorsAttn,RH,57.16,-22.50,44.04
277,7Networks_RH_DorsAttn_Post_7,DorsAttn,RH,18.58,-79.02,50.18
278,7Networks_RH_DorsAttn_Post_8,DorsAttn,RH,43.55,-37.62,49.97
279,7Networks_RH_DorsAttn_Post_9,DorsAttn,RH,45.17,-28.21,42.92
280,7Networks_RH_DorsAttn_Post_10,DorsAttn,RH,30.94,-63.75,53.02
281,7Networks_RH_DorsAttn_Post_11,DorsAttn,RH,36.43,-44.77,45.18
282,7Networks_RH_DorsAttn_Post_12,DorsAttn,RH,20.86,-68.57,52.90
283,7Networks_RH_DorsAttn_Post_13,DorsAttn,RH,35.76,-35.97,51.54
284,7Networks_RH_DorsAttn_Post_14,DorsAttn,RH,34.00,-50.57,54.29
285,7Networks_RH_DorsAttn_Post_15,DorsAttn,RH,8.48,-70.97,52.43
286,7Networks_RH_DorsAttn_Post_16,DorsAttn,RH,26.69,-58.10,60.66
287,7Networks_RH_DorsAttn_Post_17,DorsAttn,RH,7.37,-53.71,59.78
288,7Networks_RH_DorsAttn_Post_18,DorsAttn,RH,13.50,-63.97,64.75
289,7Networks_RH_DorsAttn_Post_19,DorsAttn,RH,24.45,-49.99,68.16
290,7Networks_RH_DorsAttn_FEF_1,DorsAttn,RH,39.49,-3.09,52.88
291,7Networks_RH_DorsAttn_FEF_2,DorsAttn,RH,27.63,-3.59,52.19
292,7Networks_RH_DorsAttn_FEF_3,DorsAttn,RH,24.75,-3.08,63.85
293,7Networks_RH_DorsAttn_PrCv_1,DorsAttn,RH,48.98,8.23,24.68
294,7Networks_RH_SalVentAttn_TempOccPar_1,SalVentAttn,RH,59.27,-46.43,6.96
295,7Networks_RH_SalVentAttn_TempOccPar_2,SalVentAttn,RH,52.04,-40.89,12.22
296,7Networks_RH_SalVentAttn_TempOccPar_3,SalVentAttn,RH,61.21,-39.73,21.76
297,7Networks_RH_SalVentAttn_TempOccPar_4,SalVentAttn,RH,57.93,-30.89,24.31
298,7Networks_RH_SalVentAttn_TempOccPar_5,SalVentAttn,RH,60.35,-21.88,22.48
299,7Networks_RH_SalVentAttn_TempOccPar_6,SalVentAttn,RH,62.62,-25.77,38.02
300,7Networks_RH_SalVentAttn_TempOccPar_7,SalVentAttn,RH,62.10,-37.43,36.98
301,7Networks_RH_SalVentAttn_PrC_1,SalVentAttn,RH,51.00,3.41,40.76
302,7Networks_RH_SalVentAttn_FrOperIns_1,SalVentAttn,RH,40.53,5.03,-15.54
303,7Networks_RH_SalVentAttn_FrOperIns_2,SalVentAttn,RH,40.51,8.74,-2.84
304,7Networks_RH_SalVentAttn_FrOperIns_3,SalVentAttn,RH,40.24,-10.59,-4.18
305,7Networks_RH_SalVentAttn_FrOperIns_4,SalVentAttn,RH,39.18,-1.50,5.55
306,7Networks_RH_SalVentAttn_FrOperIns_5,SalVentAttn,RH,37.20,22.63,4.75
307,7Networks_RH_SalVentAttn_FrOperIns_6,SalVentAttn,RH,38.38,6.97,10.47
308,7Networks_RH_SalVentAttn_FrOperIns_7,SalVentAttn,RH,49.50,4.94,3.55
309,7Networks_RH_SalVentAttn_FrOperIns_8,SalVentAttn,RH,53.84,11.90,11.72
310,7Networks_RH_SalVentAttn_PFCl_1,SalVentAttn,RH,32.44,44.74,28.41
311,7Networks_RH_SalVentAttn_Med_1,SalVentAttn,RH,7.33,18.62,35.50
312,7Networks_RH_SalVentAttn_Med_2,SalVentAttn,RH,7.56,2.29,43.24
313,7Networks_RH_SalVentAttn_Med_3,SalVentAttn,RH,11.40,-33.55,42.50
314,7Networks_RH_SalVentAttn_Med_4,SalVentAttn,RH,5.75,10.60,57.48
315,7Networks_RH_SalVentAttn_Med_5,SalVentAttn,RH,10.21,-43.25,53.38
316,7Networks_RH_SalVentAttn_Med_6,SalVentAttn,RH,10.60,-32.34,50.62
317,7Networks_RH_SalVentAttn_Med_7,SalVentAttn,RH,6.83,-1.64,66.57
318,7Networks_RH_SalVentAttn_Med_8,SalVentAttn,RH,16.17,6.61,69.26
319,7Networks_RH_Limbic_OFC_1,Limbic,RH,13.24,23.35,-20.52
320,7Networks_RH_Limbic_OFC_2,Limbic,RH,23.07,22.25,-20.28
321,7Networks_RH_Limbic_OFC_3,Limbic,RH,7.80,46.78,-23.25
322,7Networks_RH_Limbic_OFC_4,Limbic,RH,19.96,42.98,-18.17
323,7Networks_RH_Limbic_OFC_5,Limbic,RH,4.80,21.82,-20.63
324,7Networks_RH_Limbic_OFC_6,Limbic,RH,9.36,62.63,-14.37
325,7Networks_RH_Limbic_TempPole_1,Limbic,RH,27.80,-1.32,-40.13
326,7Networks_RH_Limbic_TempPole_2,Limbic,RH,48.77,-6.55,-39.19
327,7Networks_RH_Limbic_TempPole_3,Limbic,RH,36.70,16.60,-37.01
328,7Networks_RH_Limbic_TempPole_4,Limbic,RH,39.39,-14.79,-31.21
329,7Networks_RH_Limbic_TempPole_5,Limbic,RH,28.60,11.79,-30.43
330,7Networks_RH_Limbic_TempPole_6,Limbic,RH,49.98,-27.74,-25.87
331,7Networks_RH_Limbic_TempPole_7,Limbic,RH,22.37,-17.65,-26.85
332,7Networks_RH_Cont_Par_1,Cont,RH,54.57,-52.83,44.54
333,7Networks_RH_Cont_Par_2,Cont,RH,55.55,-40.85,47.41
334,7Networks_RH_Cont_Par_3,Cont,RH,35.11,-70.72,46.69
335,7Networks_RH_Cont_Par_4,Cont,RH,53.93,-33.16,51.19
336,7Networks_RH_Cont_Par_5,Cont,RH,46.79,-44.09,46.68
