roi_id,name,network,hemisphere,x,y,z
50,7Networks_LH_SalVentAttn_FrOperIns_4,SalVentAttn,LH,-51.04,8.69,10.46
51,7Networks_LH_SalVentAttn_PFCl_1,SalVentAttn,LH,-28.61,42.82,31.36
52,7Networks_LH_SalVentAttn_Med_1,SalVentAttn,LH,-5.70,9.60,41.39
53,7Networks_LH_SalVentAttn_Med_2,SalVentAttn,LH,-10.74,-35.28,46.35
54,7Networks_LH_SalVentAttn_Med_3,SalVentAttn,LH,-6.25,-3.09,65.12
55,7Networks_LH_Limbic_OFC_1,Limbic,LH,-23.66,21.72,-19.92
56,7Networks_LH_Limbic_OFC_2,Limbic,LH,-9.39,35.49,-20.43
57,7Networks_LH_Limbic_TempPole_1,Limbic,LH,-29.27,-5.84,-38.56
58,7Networks_LH_Limbic_TempPole_2,Limbic,LH,-45.43,-20.73,-30.31
59,7Networks_LH_Limbic_TempPole_3,Limbic,LH,-27.51,9.99,-34.16
60,7Networks_LH_Limbic_TempPole_4,Limbic,LH,-42.36,7.74,-18.81
61,7Networks_LH_Cont_Par_1,Cont,LH,-52.87,-50.95,45.83
62,7Networks_LH_Cont_Par_2,Cont,LH,-34.85,-62.31,47.99
63,7Networks_LH_Cont_Par_3,Cont,LH,-45.33,-41.70,46.52
64,7Networks_LH_Cont_Temp_1,Cont,LH,-60.91,-42.76,-13.34
65,7Networks_LH_Cont_OFC_1,Cont,LH,-31.82,42.41,-13.43
66,7Networks_LH_Cont_PFCl_1,Cont,LH,-41.77,49.47,-5.81
67,7Networks_LH_Cont_PFCl_2,Cont,LH,-27.54,58.03,8.04
68,7Networks_LH_Cont_PFCl_3,Cont,LH,-41.83,40.16,16.53
69,7Networks_LH_Cont_PFCl_4,Cont,LH,-44.27,20.08,27.28
70,7Networks_LH_Cont_PFCl_5,Cont,LH,-42.62,6.00,43.48
71,7Networks_LH_Cont_pCun_1,Cont,LH,-9.53,-73.09,37.43
72,7Networks_LH_Cont_Cing_1,Cont,LH,-4.69,-28.88,26.88
73,7Networks_LH_Cont_Cing_2,Cont,LH,-3.15,5.28,28.98
74,7Networks_LH_Default_Temp_1,Default,LH,-46.64,8.16,-32.34
75,7Networks_LH_Default_Temp_2,Default,LH,-60.27,-18.83,-22.56
76,7Networks_LH_Default_Temp_3,Default,LH,-56.36,-5.76,-12.23
77,7Networks_LH_Default_Temp_4,Default,LH,-57.98,-30.38,-3.53
78,7Networks_LH_Default_Temp_5,Default,LH,-58.23,-41.91,7.41
79,7Networks_LH_Default_Par_1,Default,LH,-48.71,-57.44,17.93
80,7Networks_LH_Default_Par_2,Default,LH,-38.43,-79.38,31.64
81,7Networks_LH_Default_Par_3,Default,LH,-56.93,-53.80,28.18
82,7Networks_LH_Default_Par_4,Default,LH,-45.87,-65.67,38.23
83,7Networks_LH_Default_PFC_1,Default,LH,-34.89,20.84,-13.02
84,7Networks_LH_Default_PFC_2,Default,LH,-5.76,35.77,-9.67
85,7Networks_LH_Default_PFC_3,Default,LH,-45.89,31.01,-7.42
86,7Networks_LH_Default_PFC_4,Default,LH,-13.25,62.56,-5.70
87,7Networks_LH_Default_PFC_5,Default,LH,-51.24,22.55,7.86
88,7Networks_LH_Default_PFC_6,Default,LH,-6.28,44.47,7.29
89,7Networks_LH_Default_PFC_7,Default,LH,-8.43,58.46,19.70
90,7Networks_LH_Default_PFC_8,Default,LH,-5.58,30.02,24.29
91,7Networks_LH_Default_PFC_9,Default,LH,-11.14,46.44,44.99
92,7Networks_LH_Default_PFC_10,Default,LH,-3.47,33.28,43.17
93,7Networks_LH_Default_PFC_11,Default,LH,-39.66,18.71,49.52
94,7Networks_LH_Default_PFC_12,Default,LH,-23.67,24.69,49.03
95,7Networks_LH_Default_PFC_13,Default,LH,-9.31,16.98,63.17
96,7Networks_LH_Default_pCunPCC_1,Default,LH,-11.11,-55.98,13.41
97,7Networks_LH_Default_pCunPCC_2,Default,LH,-5.32,-54.99,27.12
98,7Networks_LH_Default_pCunPCC_3,Default,LH,-3.82,-29.42,36.59
99,7Networks_LH_Default_pCunPCC_4,Default,LH,-6.26,-54.53,41.88
100,7Networks_LH_Default_PHC_1,Default,LH,-25.87,-31.47,-17.94
101,7Networks_RH_Vis_1,Visual,RH,38.58,-34.74,-22.98
102,7Networks_RH_Vis_2,Visual,RH,27.35,-35.25,-14.66
103,7Networks_RH_Vis_3,Visual,RH,28.69,-68.47,-12.48
104,7Networks_RH_Vis_4,Visual,RH,12.35,-64.26,-4.58
105,7Networks_RH_Vis_5,Visual,RH,48.57,-71.49,-6.04
106,7Networks_RH_Vis_6,Visual,RH,11.35,-92.13,-5.01
107,7Networks_RH_Vis_7,Visual,RH,16.30,-46.25,-1.32
108,7Networks_RH_Vis_8,Visual,RH,30.27,-93.56,-3.81
109,7Networks_RH_Vis_9,Visual,RH,8.48,-75.02,8.14
110,7Networks_RH_Vis_10,Visual,RH,21.10,-59.94,7.49
111,7Networks_RH_Vis_11,Visual,RH,42.25,-79.83,9.70
112,7Networks_RH_Vis_12,Visual,RH,19.44,-90.21,21.45
113,7Networks_RH_Vis_13,Visual,RH,11.30,-73.77,25.44
114,7Networks_RH_Vis_14,Visual,RH,16.20,-84.64,39.41
115,7Networks_RH_Vis_15,Visual,RH,32.43,-74.61,31.84
116,7Networks_RH_SomMot_1,SomMot,RH,51.85,-14.42,5.28
117,7Networks_RH_SomMot_2,SomMot,RH,63.66,-23.48,7.37
118,7Networks_RH_SomMot_3,SomMot,RH,38.41,-13.29,14.58
119,7Networks_RH_SomMot_4,SomMot,RH,44.03,-26.64,18.04
120,7Networks_RH_SomMot_5,SomMot,RH,59.01,0.55,10.93
121,7Networks_RH_SomMot_6,SomMot,RH,56.69,-11.48,14.44
122,7Networks_RH_SomMot_7,SomMot,RH,57.48,-4.99,30.21
123,7Networks_RH_SomMot_8,SomMot,RH,9.45,-15.04,41.16
124,7Networks_RH_SomMot_9,SomMot,RH,50.90,-22.41,51.84
125,7Networks_RH_SomMot_10,SomMot,RH,46.70,-11.02,48.05
126,7Networks_RH_SomMot_11,SomMot,RH,7.00,-10.94,51.64
127,7Networks_RH_SomMot_12,SomMot,RH,39.19,-23.68,57.46
128,7Networks_RH_SomMot_13,SomMot,RH,31.67,-40.55,63.36
129,7Networks_RH_SomMot_14,SomMot,RH,31.98,-19.73,64.37
130,7Networks_RH_SomMot_15,SomMot,RH,28.98,-34.06,65.38
131,7Networks_RH_SomMot_16,SomMot,RH,22.37,-8.81,67.18
132,7Networks_RH_SomMot_17,SomMot,RH,10.18,-39.07,68.74
133,7Networks_RH_SomMot_18,SomMot,RH,6.90,-23.28,67.25
134,7Networks_RH_SomMot_19,SomMot,RH,20.02,-29.59,70.00
135,7Networks_RH_DorsAttn_Post_1,DorsAttn,RH,50.32,-53.18,-15.07
136,7Networks_RH_DorsAttn_Post_2,DorsAttn,RH,51.60,-59.60,9.58
137,7Networks_RH_DorsAttn_Post_3,DorsAttn,RH,59.66,-16.68,34.37
138,7Networks_RH_DorsAttn_Post_4,DorsAttn,RH,46.22,-36.93,48.61
139,7Networks_RH_DorsAttn_Post_5,DorsAttn,RH,41.66,-31.42,46.35
140,7Networks_RH_DorsAttn_Post_6,DorsAttn,RH,14.95,-73.11,52.94
141,7Networks_RH_DorsAttn_Post_7,DorsAttn,RH,34.68,-47.91,50.82
142,7Networks_RH_DorsAttn_Post_8,DorsAttn,RH,26.26,-61.28,57.97
143,7Networks_RH_DorsAttn_Post_9,DorsAttn,RH,8.54,-55.93,61.31
144,7Networks_RH_DorsAttn_Post_10,DorsAttn,RH,21.37,-48.15,70.33
145,7Networks_RH_DorsAttn_FEF_1,DorsAttn,RH,34.32,-4.53,52.53
146,7Networks_RH_DorsAttn_FEF_2,DorsAttn,RH,25.98,7.09,57.66
147,7Networks_RH_DorsAttn_PrCv_1,DorsAttn,RH,51.39,10.61,20.25
148,7Networks_RH_SalVentAttn_TempOccPar_1,SalVentAttn,RH,56.95,-45.30,9.42
149,7Networks_RH_SalVentAttn_TempOccPar_2,SalVentAttn,RH,60.01,-38.60,16.66
150,7Networks_RH_SalVentAttn_TempOccPar_3,SalVentAttn,RH,60.04,-26.20,27.77
151,7Networks_RH_SalVentAttn_PrC_1,SalVentAttn,RH,50.78,3.57,40.50
152,7Networks_RH_SalVentAttn_FrOperIns_1,SalVentAttn,RH,41.18,5.85,-15.35
153,7Networks_RH_SalVentAttn_FrOperIns_2,SalVentAttn,RH,46.18,-3.43,-4.27
154,7Networks_RH_SalVentAttn_FrOperIns_3,SalVentAttn,RH,36.18,23.79,4.81
155,7Networks_RH_SalVentAttn_FrOperIns_4,SalVentAttn,RH,43.69,6.80,3.87
156,7Networks_RH_SalVentAttn_Med_1,SalVentAttn,RH,7.47,8.95,41.21
157,7Networks_RH_SalVentAttn_Med_2,SalVentAttn,RH,10.64,-35.47,46.76
158,7Networks_RH_SalVentAttn_Med_3,SalVentAttn,RH,8.71,3.52,65.60
159,7Networks_RH_Limbic_OFC_1,Limbic,RH,11.95,38.57,-21.47
160,7Networks_RH_Limbic_OFC_2,Limbic,RH,28.60,22.38,-18.90
161,7Networks_RH_Limbic_OFC_3,Limbic,RH,14.86,64.54,-7.62
162,7Networks_RH_Limbic_TempPole_1,Limbic,RH,29.85,8.17,-37.52
163,7Networks_RH_Limbic_TempPole_2,Limbic,RH,46.92,-12.78,-34.84
164,7Networks_RH_Limbic_TempPole_3,Limbic,RH,25.24,-11.44,-31.29
165,7Networks_RH_Cont_Par_1,Cont,RH,62.05,-37.48,37.24
166,7Networks_RH_Cont_Par_2,Cont,RH,52.76,-41.71,48.23
167,7Networks_RH_Cont_Par_3,Cont,RH,37.56,-62.86,47.31
168,7Networks_RH_Cont_Temp_1,Cont,RH,62.59,-41.91,-11.43
169,7Networks_RH_Cont_PFCv_1,Cont,RH,34.00,21.01,-8.39
170,7Networks_RH_Cont_PFCl_1,Cont,RH,35.32,46.36,-12.51
171,7Networks_RH_Cont_PFCl_2,Cont,RH,29.58,58.23,4.89
172,7Networks_RH_Cont_PFCl_3,Cont,RH,43.31,44.94,10.47
173,7Networks_RH_Cont_PFCl_4,Cont,RH,45.38,22.87,25.97
174,7Networks_RH_Cont_PFCl_5,Cont,RH,29.73,48.13,27.12
175,7Networks_RH_Cont_PFCl_6,Cont,RH,40.63,32.96,37.25
176,7Networks_RH_Cont_PFCl_7,Cont,RH,42.13,14.28,48.97
177,7Networks_RH_Cont_pCun_1,Cont,RH,14.37,-69.64,36.36
178,7Networks_RH_Cont_Cing_1,Cont,RH,5.21,-25.52,30.56
179,7Networks_RH_Cont_Cing_2,Cont,RH,4.78,3.55,29.64
180,7Networks_RH_Cont_PFCmp_1,Cont,RH,7.20,30.43,27.94
181,7Networks_RH_Cont_PFCmp_2,Cont,RH,7.85,25.58,54.74
182,7Networks_RH_Default_Par_1,Default,RH,47.13,-69.53,27.87
183,7Networks_RH_Default_Par_2,Default,RH,54.42,-50.05,28.31
184,7Networks_RH_Default_Par_3,Default,RH,50.93,-58.65,44.29
185,7Networks_RH_Default_Temp_1,Default,RH,47.09,12.75,-29.50
186,7Networks_RH_Default_Temp_2,Default,RH,60.71,-13.13,-20.95
187,7Networks_RH_Default_Temp_3,Default,RH,54.76,-6.31,-9.85
188,7Networks_RH_Default_Temp_4,Default,RH,62.39,-26.64,-5.45
189,7Networks_RH_Default_Temp_5,Default,RH,52.22,-31.30,1.54
190,7Networks_RH_Default_PFCv_1,Default,RH,50.93,27.85,0.02
191,7Networks_RH_Default_PFCdPFCm_1,Default,RH,4.92,36.36,-14.02
192,7Networks_RH_Default_PFCdPFCm_2,Default,RH,7.89,41.93,4.03
193,7Networks_RH_Default_PFCdPFCm_3,Default,RH,6.00,29.05,14.93
194,7Networks_RH_Default_PFCdPFCm_4,Default,RH,8.98,57.46,18.83
195,7Networks_RH_Default_PFCdPFCm_5,Default,RH,15.14,46.12,43.66
196,7Networks_RH_Default_PFCdPFCm_6,Default,RH,28.33,29.85,42.93
197,7Networks_RH_Default_PFCdPFCm_7,Default,RH,23.46,24.31,52.71
198,7Networks_RH_Default_pCunPCC_1,Default,RH,12.85,-54.55,15.02
199,7Networks_RH_Default_pCunPCC_2,Default,RH,6.60,-48.81,30.44
200,7Networks_RH_Default_pCunPCC_3,Default,RH,6.54,-58.16,44.27
